"Code_point_Libelle";"Date";"Prelevement.niveau";"Profondeur.metre";"Mesure_Unite";"Mesure_Symbole";"Qualite.prelevement";"Qualite.resultat";"ID.interne.prelevement";"ID.interne.passage";"Date.validation";"Month";"Year";"Day";"Week";"Fortnight";"Allo";"Anth";"Asta";"But-fuco";"Cantha";"Chlide-a";"Chlide-b";"CHLOROA";"CHLOROB";"CHLOROC2";"CHLOROC3";"C-neo";"Diadino";"Diato";"Dino";"DVCHLOROA";"Fuco";"Hex-fuco";"Lut";"Peri";"Phe-a";"Pheide-a";"Pras";"Viola";"Zea"
"Cabourg";2019-01-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61722174;60693902;"23/12/2019";1;2019;25;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,023;NA;NA;NA;NA;0,035;NA;NA
"Cabourg";2019-02-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61722177;60693903;"23/12/2019";2;2019;36;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,013;NA;NA;NA;NA;0,017;NA;NA
"Cabourg";2019-02-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61726457;60695005;"23/12/2019";2;2019;51;8;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,015;NA;NA;NA;NA;0,03;NA;NA
"Cabourg";2019-03-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61751504;60699885;"23/12/2019";3;2019;81;12;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,011;NA;NA;NA;NA;0,01;NA;NA
"Cabourg";2019-04-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61751534;60699897;"23/12/2019";4;2019;98;14;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,027;NA;NA;NA;NA;0,059;NA;NA
"Cabourg";2019-05-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61758279;60703651;"23/12/2019";5;2019;123;18;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,013;NA;NA;NA;NA;0,017;NA;NA
"Cabourg";2019-05-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61758772;60703925;"23/12/2019";5;2019;140;20;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,028;NA;NA;NA;NA;0,004;NA;NA
"Cabourg";2019-06-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61758241;60703637;"23/12/2019";6;2019;154;22;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,067;NA;NA;NA;NA;0,017;NA;NA
"Cabourg";2019-06-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61770235;60706733;"23/12/2019";6;2019;168;24;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,027;NA;NA;NA;NA;0,085;NA;NA
"Cabourg";2019-07-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61775719;60708881;"23/12/2019";7;2019;183;27;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,204;NA;NA;NA;NA;0,063;NA;NA
"Cabourg";2019-07-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61797235;60718783;"23/12/2019";7;2019;203;29;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,113;NA;NA;NA;NA;0,099;NA;NA
"Cabourg";2019-08-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61797244;60718790;"23/12/2019";8;2019;213;31;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,019;NA;NA;NA;NA;0,027;NA;NA
"Cabourg";2019-08-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61792070;60718078;"23/12/2019";8;2019;226;33;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,132;NA;NA;NA;NA;0,128;NA;NA
"Cabourg";2019-09-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61792659;60718647;"11/02/2020";9;2019;245;35;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,007;NA;NA;NA;NA;0;NA;NA
"Cabourg";2019-09-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61800175;60720300;"11/02/2020";9;2019;255;37;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,061;NA;NA;NA;NA;0,027;NA;NA
"Cabourg";2019-10-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61817750;60726890;"11/02/2020";10;2019;276;40;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,064;NA;NA;NA;NA;0,066;NA;NA
"Cabourg";2019-10-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61817753;60726891;"11/02/2020";10;2019;288;42;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,021;NA;NA;NA;NA;0,018;NA;NA
"Cabourg";2019-11-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61819664;60727622;"16/03/2023";11;2019;309;45;23;0,253;NA;0,01;NA;NA;NA;NA;1,348;0,006;0,079;0,018;0,055;0,131;NA;NA;NA;0,545;0,193;0,006;0,123;0,019;0,013;0,036;0,022;0,009
"Cabourg";2019-11-29;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61840782;60737800;"16/03/2023";11;2019;333;48;24;0,044;NA;0,01;NA;NA;NA;NA;0,36;NA;0,007;0,005;0,035;0,034;0,006;NA;NA;0,324;0,048;0,015;0,028;0,03;NA;0,038;0,009;0,009
"Cabourg";2019-12-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61842310;60739196;"16/03/2023";12;2019;350;50;25;0,104;NA;0,015;NA;NA;0,005;NA;1,201;0,004;0,083;NA;0,045;0,112;0,007;NA;NA;0,406;0,06;0,024;0,275;0,072;0,1;0,031;0,014;0,01
"Cabourg";2019-12-30;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61843158;60739721;"16/03/2023";12;2019;364;52;26;0,059;NA;0,006;NA;NA;NA;NA;0,385;NA;0,012;0,004;0,021;0,034;0,005;NA;NA;0,26;0,021;0,004;0,02;0,01;0,004;0,023;0,007;0,005
"Cabourg";2020-01-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61845502;60741097;"16/03/2023";1;2020;16;3;2;0,043;NA;0,008;0,01;NA;NA;NA;0,537;0,008;0,028;NA;0,022;0,025;0,007;NA;NA;0,254;NA;0,006;0,019;0,024;0,056;0,015;NA;0,004
"Cabourg";2020-01-30;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61845709;60741293;"16/03/2023";1;2020;30;5;3;0,093;NA;0,011;0,007;NA;NA;NA;1,102;0,004;0,079;0,004;0,025;0,056;0,005;NA;NA;0,401;NA;NA;0,088;0,022;0,057;0,023;0,006;0,006
"Cabourg";2020-02-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61847905;60742963;"16/03/2023";2;2020;38;6;3;0,11;NA;0,008;0,008;NA;NA;NA;1,013;0,003;0,073;0,007;0,021;0,053;0,005;NA;NA;0,391;NA;0,006;0,074;0,022;0,066;0,016;0,005;0,006
"Cabourg";2020-02-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61848703;60743352;"16/03/2023";2;2020;48;7;4;0,048;NA;0,008;0,018;NA;NA;NA;0,888;0,004;0,048;0,007;0,05;0,065;0,01;0,006;NA;0,62;NA;0,011;0,044;0,053;0,125;0,024;0,005;0,009
"Cabourg";2020-03-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61851869;60744624;"16/03/2023";3;2020;63;9;5;0,046;NA;NA;0,009;NA;NA;NA;1,494;0,015;0,092;NA;0,029;0,079;NA;NA;NA;0,755;0,013;0,008;0,018;0,05;0,091;0,016;0,003;0,006
"Cabourg";2020-06-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61861732;60751069;"16/03/2023";6;2020;160;23;12;0,07;NA;NA;NA;NA;NA;NA;9,828;0,012;1,227;NA;0,021;0,838;0,03;NA;NA;10,781;0,019;0,004;0,085;0,073;0,246;0,006;0,014;0,003
"Cabourg";2020-06-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61865900;60753985;"16/03/2023";6;2020;174;25;13;0,081;0,019;0,029;0,006;NA;0,021;0,006;9,938;0,037;0,803;NA;0,015;1,779;0,064;0,05;NA;11,836;0,019;NA;0,052;0,134;0,108;NA;0,019;0,006
"Cabourg";2020-07-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61865935;60754000;"16/03/2023";7;2020;189;27;14;0,029;0,011;NA;NA;NA;NA;NA;3,431;0,065;NA;NA;0,011;0,359;0,035;NA;NA;NA;0,011;NA;0,022;0,049;0,095;NA;NA;0,012
"Cabourg";2020-07-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61865980;60754015;"16/03/2023";7;2020;203;29;15;0,286;0,012;0,008;NA;NA;NA;NA;5,293;0,024;0,449;0,004;0,04;0,382;0,015;NA;NA;2,23;0,026;0,004;0,543;0,044;0,159;0,018;0,12;0,008
"Cabourg";2020-08-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61870706;60756224;"16/03/2023";8;2020;223;32;16;0,31;0,035;0,045;NA;NA;NA;NA;2,935;0,161;0,226;0,016;0,102;0,234;0,028;NA;NA;0,599;0,183;0,034;0,177;0,029;0,151;0,175;0,126;0,017
"Cabourg";2020-08-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61872468;60756920;"16/03/2023";8;2020;233;34;17;0,105;NA;0,01;NA;NA;NA;NA;1,825;0,069;NA;NA;0,059;0,051;NA;NA;NA;0,453;NA;NA;NA;0,015;NA;0,078;0,018;0,005
"Cabourg";2020-08-31;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61870883;60756395;"16/03/2023";8;2020;244;35;18;0,428;NA;0,012;NA;NA;0,005;0,003;4,299;0,029;0,362;NA;0,036;0,432;0,027;0,005;NA;1,537;0,015;NA;0,897;0,051;0,171;0,023;0,025;0,004
"Cabourg";2020-09-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61870892;60756398;"16/03/2023";9;2020;245;35;18;0,245;0,008;0,009;NA;NA;0,031;0,004;3,056;0,03;0,243;0,008;0,02;0,227;0,023;NA;NA;1,355;0,019;NA;0,059;0,037;0,087;0,024;0,013;0,005
"Cabourg";2020-10-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61875059;60758285;"16/03/2023";10;2020;275;40;20;0,167;0,006;0,013;0,017;NA;NA;NA;1,271;0,005;0,096;0,005;0,033;0,062;0,005;NA;NA;0,484;NA;NA;0,107;0,024;0,108;0,023;0,009;0,003
"Cabourg";2020-10-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61877611;60760172;"16/03/2023";10;2020;296;43;22;0,194;NA;0,018;NA;NA;NA;NA;2,175;0,035;0,142;0,014;0,031;0,063;0,007;NA;NA;0,923;NA;NA;0,026;0,02;0,069;0,048;0,014;0,005
"Cabourg";2020-11-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61879118;60761269;"16/03/2023";11;2020;310;45;23;0,121;NA;NA;NA;NA;NA;NA;2,072;0,046;0,19;0,093;0,028;0,077;0,01;NA;NA;0,771;0,055;NA;0,04;0,022;0,013;0,036;0,018;0,005
"Cabourg";2020-11-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61880700;60762112;"16/03/2023";11;2020;322;46;23;0,107;NA;0,01;0,009;NA;NA;NA;1,236;NA;0,135;0,064;0,026;0,04;NA;NA;0,003;0,441;0,05;0,005;0,029;NA;NA;0,027;0,009;0,004
"Cabourg";2020-12-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61882460;60763145;"16/03/2023";12;2020;342;49;25;0,079;NA;0,015;0,008;NA;NA;NA;0,996;0,039;NA;0,027;0,031;0,055;0,005;NA;NA;0,279;0,04;0,004;0,091;0,02;0,017;NA;0,013;0,005
"Cabourg";2020-12-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61888829;60764382;"16/03/2023";12;2020;350;50;25;0,075;NA;0,013;0,01;NA;NA;NA;1,016;0,035;NA;0,003;0,033;0,054;0,013;NA;NA;0,29;0,06;0,012;0,085;0,059;0,028;0,026;0,011;0,005
"Cabourg";2021-01-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61889710;60764985;"16/03/2023";1;2021;7;1;1;0,164;NA;NA;0,009;NA;NA;NA;1,305;0,033;0,129;0,027;0,028;0,071;0,012;NA;NA;0,294;0,024;0,008;0,103;0,029;0,016;NA;0,008;0,004
"Cabourg";2021-01-18;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61893056;60767725;"16/03/2023";1;2021;18;3;2;0,062;NA;0,011;0,01;NA;NA;NA;0,588;0,012;NA;0,003;0,021;0,039;0,003;NA;NA;0,26;0,023;0,007;0,032;0,024;0,027;NA;0,006;0,004
"Cabourg";2021-02-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61895013;60768810;"16/03/2023";2;2021;35;5;3;0,063;NA;0,013;0,006;NA;NA;NA;0,865;0,042;NA;0,014;0,026;0,045;0,005;NA;NA;0,247;0,063;0,006;0,05;0,02;0,014;NA;0,017;0,006
"Cabourg";2021-02-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61897928;60769943;"16/03/2023";2;2021;50;8;4;0,1;NA;0,012;0,005;NA;NA;NA;1,212;0,039;NA;NA;0,027;0,075;0,007;NA;0,003;0,404;0,035;0,004;0,037;0,018;0,009;NA;0,013;0,004
"Cabourg";2021-03-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61903923;60772121;"16/03/2023";3;2021;75;11;6;0,108;0,011;0,014;0,158;NA;0,009;NA;5,432;0,022;NA;0,006;0,036;0,237;0,017;NA;0,019;2,713;0,035;0,006;0,044;0,097;0,201;NA;0,011;0,003
"Cabourg";2021-04-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61908910;60774327;"16/03/2023";4;2021;99;15;8;0,179;0,003;0,006;NA;NA;0,004;NA;2,083;0,007;0,002;0,003;0,025;0,235;0,021;NA;0,012;0,79;0,014;0,004;0,172;0,056;0,131;NA;0,012;0,009
"Cabourg";2021-04-29;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61912224;60776375;"16/03/2023";4;2021;119;17;9;0,076;0,009;0,006;0,021;NA;NA;NA;13,72;0,019;1,971;0,364;0,017;1,017;0,073;NA;NA;6,612;0,014;0,005;1,113;0,169;0,203;0,015;0,011;0,004
"Cabourg";2021-05-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61913492;60777088;"16/03/2023";5;2021;127;19;10;0,063;NA;0,008;NA;NA;NA;NA;1,352;0,022;0,13;0,019;0,014;0,086;0,01;NA;NA;0,419;0,022;NA;0,056;0,015;0,042;0,018;0,007;0,004
"Cabourg";2021-05-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61914581;60777841;"16/03/2023";5;2021;147;21;11;0,056;0,003;0,011;NA;NA;NA;NA;1,042;0,045;0,101;NA;0,021;0,039;0,006;NA;NA;0,259;NA;NA;NA;0,01;NA;0,046;0,01;0,007
"Cabourg";2021-06-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61916531;60778868;"16/03/2023";6;2021;159;23;12;0,014;0,003;0,004;NA;NA;NA;NA;2,126;0,009;0,327;0,011;0,005;0,187;0,017;NA;NA;0,849;0,005;NA;0,055;0,02;0,143;0,007;0,005;0,004
"Cabourg";2021-06-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61918262;60780811;"16/03/2023";6;2021;179;26;13;0,113;NA;NA;NA;NA;NA;0,001;2,258;0,025;0,24;0,028;0,015;0,13;0,017;NA;NA;0,815;0,018;0,012;0,044;0,039;0,048;0,014;0,005;0,005
"Cabourg";2021-07-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61920830;60782671;"16/03/2023";7;2021;190;28;14;0,036;0,006;0,012;NA;NA;NA;NA;4,265;0,045;0,595;0,113;0,006;0,289;0,015;NA;NA;1,974;0,016;0,003;0,085;0,045;0,086;0,043;0,017;0,008
"Cabourg";2021-07-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61920747;60782604;"16/03/2023";7;2021;202;29;15;0,264;0,021;0,016;NA;NA;NA;NA;8,405;0,024;1,111;0,18;0,024;0,815;0,095;0,034;NA;4,892;0,213;0,009;0,101;0,095;0,677;NA;0,019;0,006
"Cabourg";2021-08-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61925789;60785965;"16/03/2023";8;2021;224;32;16;0,152;NA;0,012;NA;NA;NA;NA;1,755;0,059;0,237;0,023;0,02;0,065;0,006;0,006;NA;0,333;0,025;NA;0,076;0,021;0,041;0,036;0,01;0,004
"Cabourg";2021-09-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61925926;60786020;"16/03/2023";9;2021;250;36;18;0,202;0,008;0,029;0,013;NA;NA;NA;4,592;0,094;0,683;0,055;0,07;0,312;0,039;0,032;NA;1,556;0,155;0,014;0,431;0,098;0,433;0,074;0,052;0,014
"Cabourg";2021-09-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61934005;60788928;"16/03/2023";9;2021;264;38;19;0,108;0,004;0,019;NA;NA;NA;NA;2,227;0,099;0,242;0,015;0,036;0,124;0,008;NA;NA;0,294;0,035;NA;0,364;0,036;0,034;0,055;0,019;0,008
"Cabourg";2021-10-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61933604;60788675;"16/03/2023";10;2021;280;40;20;0,158;NA;0,017;0,014;NA;NA;NA;2,491;0,069;0,231;0,048;0,054;0,107;0,009;NA;NA;0,571;0,088;0,01;0,209;0,048;0,004;0,04;0,013;0,011
"Cabourg";2021-10-18;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61933859;60788863;"16/03/2023";10;2021;291;42;21;0,043;NA;0,007;NA;NA;NA;NA;1,242;0,031;0,092;0,016;0,016;0,04;NA;NA;NA;0,403;0,062;NA;0,035;0,012;0,005;0,016;0,005;0,002
"Cabourg";2021-11-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61939302;60791467;"16/03/2023";11;2021;312;45;23;0,086;NA;0,012;0,011;NA;NA;NA;1,366;0,037;0,106;0,012;0,026;0,051;0,006;NA;NA;0,4;0,021;0,004;0,063;0,028;0,017;0,026;0,005;0,009
"Cabourg";2021-12-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61943445;60794063;"16/03/2023";12;2021;341;49;25;0,042;0,004;0,013;0,022;NA;NA;NA;0,861;0,01;0,091;0,011;0,005;0,087;0,014;NA;NA;0,872;0,023;0,017;0,009;0,054;0,01;0,019;NA;0,008
"Cabourg";2021-12-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61943480;60794090;"16/03/2023";12;2021;355;51;26;0,064;NA;NA;0,007;NA;NA;NA;0,916;0,019;0,083;0,016;0,017;0,036;0,006;NA;NA;0,307;0,017;0,004;0,062;0,021;0,012;0,011;NA;0,004
"Géfosse";2016-01-13;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60662598;60538863;"29/04/2019";1;2016;13;2;1;0,029;0;0;0;0;0;0;0,925;0,098;0,084;0,023;0;0,043;0;0;0;0,401;0;0;0;0;0;0;0;0
"Géfosse";2016-01-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60663157;60539150;"29/04/2019";1;2016;26;4;2;0,029;0;0;0;0;0;0;0,679;0,078;0,061;0,018;0;0,024;0;0;0;0,277;0;0;0;0;0;0;0;0
"Géfosse";2016-02-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60664062;60539694;"29/04/2019";2;2016;43;7;4;0;0;0;0;0;0;0;1,13;0,119;0,094;0,025;0;0,055;0,024;0;0;0,458;0;0,034;0,042;0,154;0;0;0;0,018
"Géfosse";2016-02-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60665956;60540952;"29/04/2019";2;2016;57;9;5;0,029;0;0;0;0;0;0;1,028;0,101;0,089;0;0;0,054;0;0;0;0,415;0;0;0;0;0;0;0;0
"Géfosse";2016-03-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60666982;60541456;"29/04/2019";3;2016;68;10;5;0,04;0;0;0;0;0;0;1,714;0,11;0,163;0,028;0;0,096;0;0;0;0,715;0;0;0;0;0;0;0;0
"Géfosse";2016-03-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60668414;60542184;"29/04/2019";3;2016;75;11;6;0,061;0;0;0;0;0;0;2,734;0,078;0,261;0;0;0,191;0;0;0;1,215;0;0;0;0;0;0;0;0
"Géfosse";2016-04-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60688875;60552891;"29/04/2019";4;2016;103;15;8;0,018;0;0;0;0;0;0;3,177;0;0,359;0,015;0;0,125;0,036;0;0;1,313;0;0;0;0;0;0;0;0
"Géfosse";2016-04-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60690074;60553580;"29/04/2019";4;2016;116;17;9;0,039;0;0;0;0;0;0;5,734;0;0,73;0,153;0;0,346;0,05;0;0;3,125;0;0;0;0;0,149;0;0;0
"Géfosse";2016-05-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60691187;60554179;"29/04/2019";5;2016;133;19;10;0,093;0;0;0;0;0;0;3,444;0,084;0,453;0,127;0;0,255;0,027;0;0;1,933;0;0;0;0;0;0;0;0
"Géfosse";2016-05-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60697080;60557478;"29/04/2019";5;2016;145;21;11;0,05;0;0;0;0;0;0;6,304;0;0,899;0,215;0;0,574;0,045;0;0;3,941;0,034;0;0;0;0;0;0;0,018
"Géfosse";2016-06-06;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60695777;60556741;"29/04/2019";6;2016;158;23;12;0,087;0;0;0;0;0;0;7,822;0,084;1,116;0,184;0;0,393;0;0;0;4,247;0;0;0;0;0;0;0;0
"Géfosse";2016-06-23;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60695824;60556744;"29/04/2019";6;2016;175;25;13;0,083;0;0;0;0;0;0;1,533;0,198;0,156;0,024;0;0,129;0;0;0;0,631;0;0;0;0;0;0,049;0,034;0,024
"Géfosse";2016-07-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60696201;60557016;"29/04/2019";7;2016;190;28;14;0,154;0;0;0;0;0;0;1,797;0,265;0,179;0,037;0,026;0,104;0,013;0;0;0,578;0,046;0;0,044;0;0;0,074;0,032;0,071
"Géfosse";2016-07-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60696776;60557387;"29/04/2019";7;2016;202;29;15;0,04;0;0;0;0;0;0;2,137;0,223;0,249;0,05;0;0,153;0;0;0;0,946;0,065;0;0,063;0;0;0,053;0,014;0,032
"Géfosse";2016-08-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60698112;60558103;"29/04/2019";8;2016;218;32;16;0,039;0;0;0;0;0;0;0,847;0,159;0,114;0,017;0;0,059;0,006;0;0;0,332;0,012;0;0,015;0;0,019;0,023;0,008;0,018
"Géfosse";2016-08-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60699571;60559083;"29/04/2019";8;2016;232;34;17;0,058;0;0;0;0;0;0;1,51;0,198;0,2;0,043;0;0,1;0;0;0;0,594;0,027;0;0,064;0;0;0,045;0,008;0
"Géfosse";2016-09-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60699855;60559274;"29/04/2019";9;2016;245;35;18;0,156;0,052;0;0,061;0;0;0;3,271;0,524;0,398;0,047;0,024;0,155;0,028;0;0;1,269;0,05;0;0,077;0,304;0;0,078;0,018;0,048
"Géfosse";2016-09-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60702912;60560584;"29/04/2019";9;2016;266;38;19;0,157;0;0;0;0;0;0;1,626;0,289;0,224;0,026;0,02;0,155;0,015;0;0;0,284;0,038;0,006;0,288;0;0;0,061;0,024;0,019
"Géfosse";2016-10-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60705086;60561490;"29/04/2019";10;2016;278;40;20;0,109;0;0;0;0;0;0;1,888;0,226;0,151;0,038;0;0,074;0;0;0;0,68;0;0;0;0;0;0,044;0;0
