"Code_point_Libelle";"Date";"Prelevement.niveau";"Profondeur.metre";"Mesure_Unite";"Mesure_Symbole";"Qualite.prelevement";"Qualite.resultat";"ID.interne.prelevement";"ID.interne.passage";"Date.validation";"Month";"Year";"Day";"Week";"Fortnight";"Allo";"Anth";"Asta";"But-fuco";"Cantha";"Chlide-a";"Chlide-b";"CHLOROA";"CHLOROB";"CHLOROC2";"CHLOROC3";"C-neo";"Diadino";"Diato";"Dino";"DVCHLOROA";"Fuco";"Hex-fuco";"Lut";"Peri";"Phe-a";"Pheide-a";"Pras";"Viola";"Zea"
"les Hébihens";2018-07-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61650106;60667716;"22/02/2019";7;2018;197;29;15;0,019;0;0;0,005;0;0;0;0,601;0,149;0,048;0,016;0,005;0,021;0,001;0;0;0,141;0,035;0;0,025;0,007;0,004;0,024;0,003;0,025
"les Hébihens";2018-08-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61651302;60668381;"22/02/2019";8;2018;219;32;16;0,014;0;0;0,005;0;0;0;0,907;0,162;0,094;0,027;0,009;0,044;0,003;0;0;0,36;0,044;0,001;0,048;0,009;0,005;0,029;0,005;0,014
"les Hébihens";2018-08-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61652644;60668985;"22/02/2019";8;2018;232;34;17;0,012;0;0;0,002;0;0;0,035;0,95;0,147;0,163;0,048;0,008;0,04;0,003;0;0;0,358;0,031;0,001;0,042;0,012;0,014;0,03;0,004;0,011
"les Hébihens";2018-09-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61657602;60670244;"22/02/2019";9;2018;247;36;18;0,026;0;0;0,003;0;0;0;0,506;0,153;0,041;0,019;0,006;0,021;0,002;0;0;0,093;0,033;0,001;0,031;0,006;0,002;0,028;0,003;0,008
"les Hébihens";2018-09-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61662635;60672305;"22/02/2019";9;2018;260;38;19;0,061;0;0;0,004;0;0;0;1,419;0,286;0,107;0,032;0,011;0,044;0,003;0;0;0,378;0,04;0,001;0,055;0,017;0,011;0,044;0,005;0,01
"les Hébihens";2018-10-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61665476;60673481;"22/02/2019";10;2018;275;40;20;0,046;0;0,012;0,003;0;0;0;2,313;0,211;0,234;0,07;0,012;0,066;0,001;0;0;1,001;0,015;0,001;0,02;0,025;0,008;0,043;0,009;0,01
"les Hébihens";2018-10-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61677856;60674793;"22/02/2019";10;2018;288;42;21;0,033;0;0;0,007;0;0;0;0,672;0,117;0,059;0,022;0,003;0,018;0,001;0;0;0,204;0,015;0;0,021;0,032;0,045;0,018;0,001;0,004
"les Hébihens";2018-11-13;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61690604;60677741;"22/02/2019";11;2018;317;46;23;0,02;0;0;0,003;0;0;0;0,576;0,139;0,041;0,016;0,004;0,013;0;0;0;0,168;0,011;0,001;0,014;0,011;0,006;0,025;0,002;0,004
"les Hébihens";2019-01-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61697971;60682289;"15/01/2020";1;2019;2;1;1;0,024;0;0,008;0,002;0;0;0;0,636;0,15;0,065;0,023;0,017;0,015;0;0;0;0,169;0,029;0,002;0,025;0,01;0,007;0,027;0,003;0,003
"les Hébihens";2019-01-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61700129;60683345;"15/01/2020";1;2019;14;2;1;0,017;0;0,006;0,003;0;0,001;0;0,598;0,113;0,064;0,029;0,015;0,016;0;0;0;0,204;0,024;0,002;0,021;0,01;0,008;0,019;0,003;0,002
"les Hébihens";2019-01-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61702631;60685093;"15/01/2020";1;2019;28;4;2;0,016;0;0,019;0,016;0,009;0;0;0,875;0,106;0,071;0,015;0,036;0,026;0,006;0;0;0,324;0,022;0,006;0,019;0;0,032;0,027;0,003;0,007
"les Hébihens";2019-02-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61722134;60693867;"15/01/2020";2;2019;42;6;3;0,019;0;0,003;0,008;0,002;0,002;0;1,057;0,069;0,095;0,019;0,02;0,037;0,003;0;0;0,461;0,014;0,003;0,018;0,026;0,031;0,016;0,002;0,003
"les Hébihens";2019-02-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61724698;60694836;"15/01/2020";2;2019;57;9;5;0,035;0;0,006;0,004;0;0,002;0;1,278;0,12;0,12;0,02;0,016;0,043;0,003;0;0;0,475;0,022;0,002;0,022;0,018;0,017;0,022;0,004;0,002
"les Hébihens";2019-03-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61736908;60695749;"15/01/2020";3;2019;70;10;5;0,037;0,002;0,003;0,015;0;0,006;0;4,163;0,084;0,371;0,02;0,042;0,171;0,012;0;0;2,057;0,017;0,003;0,039;0,07;0,167;0,015;0,004;0,003
"les Hébihens";2019-03-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61744378;60698222;"15/01/2020";3;2019;84;12;6;0,037;0,001;0,005;0,005;0;0,006;0;2,738;0,108;0,302;0,039;0,018;0,107;0,009;0;0;1,253;0,048;0,001;0,022;0,032;0,025;0,015;0,004;0,002
"les Hébihens";2019-04-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61752090;60700190;"15/01/2020";4;2019;99;15;8;0,025;0;0;0,003;0;0,006;0;1,594;0,036;0,177;0,052;0,009;0,068;0,005;0;0;0,674;0,029;0;0,016;0,023;0,034;0,003;0,002;0,001
"les Hébihens";2019-04-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61752355;60700354;"15/01/2020";4;2019;114;17;9;0,085;0,002;0;0,01;0;0,001;0;3,499;0,334;0,454;0,102;0,048;0,138;0,004;0;0;1,52;0,11;0,001;0,079;0,032;0,03;0,052;0,022;0,003
"les Hébihens";2019-05-06;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61753818;60701547;"15/01/2020";5;2019;126;18;9;0,046;0,001;0,012;0,005;0;0,001;0;1,824;0,118;0,229;0,016;0,023;0,113;0,003;0;0;0,863;0,067;0,001;0,077;0,017;0,018;0,029;0,017;0,004
"les Hébihens";2019-05-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61756420;60702912;"15/01/2020";5;2019;140;20;10;0,008;0;0,003;0,007;0,001;0;0;1,463;0,05;0,142;0,009;0,018;0,108;0,004;0;0;0,973;0,088;0,009;0,017;0,033;0,015;0,008;0,008;0,003
"les Hébihens";2019-06-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61759071;60704048;"15/01/2020";6;2019;163;24;12;0,028;0,003;0,008;0,007;0,001;0,001;0;0,93;0,136;0,099;0,029;0,022;0,048;0,006;0;0;0,254;0,086;0,002;0,047;0,011;0,01;0,026;0,008;0,017
"les Hébihens";2019-06-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61773932;60707378;"15/01/2020";6;2019;176;26;13;0,018;0,003;0,01;0,003;0;0,004;0;0,956;0,165;0,118;0,026;0,019;0,06;0,007;0;0;0,294;0,071;0,003;0,028;0,009;0,016;0,028;0,007;0,012
"les Hébihens";2019-07-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61775639;60708816;"16/01/2020";7;2019;189;27;14;0,024;0,002;0;0,007;0;0;0;0,671;0,172;0,061;0,025;0,017;0,023;0,002;0;0;0,111;0,067;0,004;0,026;0,009;0,006;0,027;0,009;0,018
"les Hébihens";2019-07-23;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61778535;60710678;"16/01/2020";7;2019;204;30;15;0,017;0,002;0,007;0,006;0;0;0;0,629;0,135;0,064;0,027;0,018;0,029;0,002;0;0;0,133;0,076;0,006;0,03;0,007;0,004;0,021;0,007;0,013
"les Hébihens";2019-08-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61780698;60711563;"16/01/2020";8;2019;217;31;16;0,032;0,002;0,013;0,007;0,002;0,002;0;1,055;0,192;0,112;0,035;0,032;0,043;0,002;0;0;0,31;0,105;0,009;0,053;0,015;0,017;0,04;0,013;0,008
"les Hébihens";2019-08-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61781612;60712297;"16/01/2020";8;2019;231;33;17;0,03;0,002;0,007;0,004;0,001;0,001;0;1,106;0,138;0,117;0,045;0,027;0,052;0,003;0;0;0,44;0,07;0,007;0,049;0,033;0,022;0,029;0,01;0,01
"les Hébihens";2019-09-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61791997;60718039;"25/06/2020";9;2019;246;36;18;0,054;0,002;0,009;0,005;0;0;0;2,007;0,138;0,215;0,082;0,036;0,113;0,011;0;0;0,998;0,115;0,005;0,067;0,018;0,01;0,038;0,013;0,008
"les Hébihens";2019-09-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61799435;60719767;"25/06/2020";9;2019;259;37;19;0,019;0,001;0,004;0,002;0;0,025;0;2,074;0,106;0,289;0,187;0,015;0,088;0,018;0;0;1,226;0,044;0,002;0,024;0,018;0,016;0,015;0,004;0,004
"les Hébihens";2019-10-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61800840;60720766;"25/06/2020";10;2019;280;40;20;0,071;0,002;0,004;0,005;0;0,003;0;1,575;0,231;0,201;0,061;0,031;0,052;0,003;0;0;0,497;0,112;0,004;0,041;0,016;0,02;0,039;0,013;0,005
"les Hébihens";2019-10-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61810172;60725263;"25/06/2020";10;2019;295;43;22;0,1;0,004;0,003;0,003;0;0,001;0;1,331;0,235;0,152;0,05;0,03;0,047;0,006;0;0;0,303;0,116;0,005;0,022;0,012;0,013;0,037;0,013;0,006
"les Hébihens";2019-11-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61818467;60727279;"03/11/2023";11;2019;308;44;22;0,042;0,002;NA;0,009;NA;NA;NA;0,93;0,039;0,098;NA;0,026;0,026;0,004;NA;0,001;0,314;0,057;0,003;0,029;0,018;0,032;0,032;0,005;0,004
"les Hébihens";2019-11-18;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61821683;60727766;"03/11/2023";11;2019;322;46;23;0,031;NA;NA;NA;NA;NA;NA;0,731;0,027;0,049;0,007;0,019;0,025;0,003;NA;NA;0,289;0,023;0,003;0,014;0,019;NA;0,023;0,002;0,004
"les Hébihens";2019-12-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61840949;60737935;"03/11/2023";12;2019;336;48;24;0,021;NA;NA;0,005;NA;NA;NA;0,655;0,031;0,065;NA;0,015;0,019;0,002;NA;0,001;0,24;0,022;0,002;0,021;0,014;0,021;0,023;0,003;0,004
"les Hébihens";2019-12-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61841972;60739055;"03/11/2023";12;2019;350;50;25;0,022;NA;NA;0,013;NA;NA;NA;0,67;0,018;0,069;NA;0,022;0,026;0,007;NA;NA;0,305;NA;0,006;0,033;0,026;0,033;0,02;NA;0,006
"les Hébihens";2020-01-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61843446;60739935;"03/11/2023";1;2020;7;1;1;0,024;NA;NA;NA;NA;NA;NA;0,814;0,032;0,089;NA;0,015;0,026;0,003;NA;0,001;0,342;0,021;0,002;0,014;0,016;0,013;0,021;0,004;0,004
"les Hébihens";2020-01-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61845092;60740770;"03/11/2023";1;2020;21;3;2;0,03;NA;NA;NA;NA;NA;NA;0,87;0,036;0,101;NA;0,015;0,037;0,004;NA;NA;0,319;0,019;0,002;0,024;0,016;0,011;0,024;0,006;0,005
"les Hébihens";2020-02-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61846317;60741836;"03/11/2023";2;2020;36;6;3;0,021;NA;NA;NA;NA;NA;0,003;0,785;0,058;0,071;0,021;0,041;0,036;0,007;NA;NA;0,244;0,027;0,009;0,008;0,042;0,027;0,039;0,011;0,008
"les Hébihens";2020-02-18;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61848684;60743343;"03/11/2023";2;2020;49;7;4;0,039;NA;NA;0,007;NA;NA;NA;1,251;0,022;0,151;NA;0,018;0,058;0,006;NA;NA;0,558;0,018;NA;0,03;0,023;0,026;0,018;0,004;0,004
"les Hébihens";2020-03-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61850521;60744301;"03/11/2023";3;2020;63;9;5;0,039;NA;NA;NA;NA;NA;NA;2,052;0,02;0,246;NA;0,02;0,084;0,007;NA;NA;0,958;0,014;NA;0,032;0,032;0,034;0,014;0,004;0,005
"les Hébihens";2020-06-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61863160;60752181;"03/11/2023";6;2020;174;25;13;0,041;0,004;NA;NA;NA;NA;NA;0,865;0,052;0,092;NA;0,023;0,042;0,004;NA;NA;0,163;0,088;NA;0,045;0,014;0,01;0,04;0,016;0,026
"les Hébihens";2020-07-06;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61864558;60752921;"03/11/2023";7;2020;188;27;14;0,038;0,002;NA;NA;NA;NA;NA;1,044;0,054;0,113;NA;0,024;0,037;0,004;NA;NA;0,277;0,051;0,003;0,042;0,015;0,021;0,038;0,01;0,016
"les Hébihens";2020-07-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61868167;60754217;"03/11/2023";7;2020;209;30;15;0,069;0,006;NA;NA;NA;NA;NA;1,29;0,084;0,154;NA;0,038;0,067;0,007;NA;NA;0,344;0,069;0,013;0,051;0,014;0,023;0,07;0,032;0,019
"les Hébihens";2020-08-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61869092;60754938;"03/11/2023";8;2020;223;32;16;0,039;0,003;NA;NA;NA;NA;NA;1,164;0,059;0,177;NA;0,032;0,067;0,004;NA;NA;0,445;0,06;0,013;0,051;0,016;0,021;0,05;0,02;0,013
"les Hébihens";2020-08-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61869987;60755606;"03/11/2023";8;2020;237;34;17;0,041;0,002;NA;NA;NA;NA;NA;1,636;0,042;0,266;0,077;0,029;0,086;0,007;NA;0,003;0,755;0,045;0,007;0,062;0,051;0,216;0,033;0,014;0,009
"les Hébihens";2020-09-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61871115;60756451;"03/11/2023";9;2020;251;36;18;0,03;0,002;NA;NA;NA;NA;NA;2,778;0,033;0,417;NA;0,021;0,142;0,014;NA;NA;1,705;0,031;0,004;0,036;0,043;0,029;0,026;0,008;0,005
"les Hébihens";2020-09-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61873339;60757380;"03/11/2023";9;2020;266;38;19;0,072;0,002;NA;NA;NA;NA;NA;1,956;0,057;0,227;NA;0,037;0,061;0,003;NA;NA;0,714;0,09;0,007;0,072;0,018;0,015;0,049;0,012;0,005
"les Hébihens";2020-10-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61875026;60758271;"03/11/2023";10;2020;279;40;20;0,044;0,002;NA;NA;NA;NA;NA;3,255;0,019;0,412;NA;0,02;0,101;0,003;NA;NA;1,474;0,04;0,003;NA;0,038;0,036;0,021;0,006;0,003
"les Hébihens";2020-10-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61876923;60759655;"03/11/2023";10;2020;293;42;21;0,04;0,001;NA;NA;NA;NA;NA;1,086;0,041;0,11;NA;0,025;0,029;0,002;NA;0,003;0,371;0,055;0,003;NA;0,014;0,016;0,035;0,006;0,004
"les Hébihens";2020-11-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61881931;60763040;"03/11/2023";11;2020;314;45;23;0,062;NA;NA;NA;NA;NA;NA;1,056;0,052;0,125;NA;0,034;0,044;NA;NA;NA;0,317;0,107;0,004;NA;0,012;0,016;0,037;0,014;0,007
"les Hébihens";2020-12-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61888188;60764046;"03/11/2023";12;2020;356;51;26;0,022;NA;NA;NA;NA;NA;NA;0,003;0,022;NA;NA;0,017;0,02;0,002;NA;NA;0,139;NA;NA;NA;0,014;NA;0,036;NA;0,004
"les Hébihens";2021-01-18;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61891491;60766563;"03/11/2023";1;2021;18;3;2;0,009;NA;NA;0,004;NA;0,001;NA;0,398;0,019;0,024;0,012;0,007;0,008;0,001;NA;NA;0,078;0,01;0,001;0,005;0,017;0,014;0,008;NA;0,003
"les Hébihens";2021-02-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61894135;60768457;"03/11/2023";2;2021;32;5;3;0,008;NA;NA;0,004;NA;0,001;NA;0,381;0,02;0,024;0,011;0,007;0,008;0,001;NA;NA;0,072;0,011;NA;0,005;0,015;0,013;0,009;NA;0,002
"les Hébihens";2021-02-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61895824;60769217;"03/11/2023";2;2021;46;7;4;0,009;NA;NA;0,004;NA;0,002;NA;0,477;0,02;0,031;0,008;0,007;0,01;0,001;NA;NA;0,102;NA;0,001;0,01;0,015;0,018;0,007;0,001;0,003
"les Hébihens";2021-03-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61902584;60771464;"03/11/2023";3;2021;67;10;5;0,012;NA;NA;NA;NA;0,022;NA;1,902;0,039;0,193;0,022;0,006;0,043;0,004;NA;NA;0,558;NA;NA;0,016;0,026;0,069;0,016;0,002;0,002
"les Hébihens";2021-03-23;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61904297;60772404;"03/11/2023";3;2021;82;12;6;0,009;NA;NA;0,002;NA;0,001;NA;2,071;0,028;0,181;0,025;0,005;0,058;0,009;NA;0,001;0,696;NA;NA;0,005;0,027;0,015;0,012;0,002;0,002
"les Hébihens";2021-04-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61907640;60773889;"03/11/2023";4;2021;97;14;7;0,014;NA;NA;0,005;NA;0,007;NA;4,169;0,017;0,443;0,124;0,005;0,139;0,014;0,004;0,003;1,849;0,006;NA;0,01;0,042;0,033;0,003;0,002;0,001
"les Hébihens";2021-04-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61909864;60774977;"03/11/2023";4;2021;109;16;8;0,019;NA;NA;0,004;NA;0,004;NA;2,458;0,017;0,309;0,127;0,006;0,099;0,005;NA;0,004;1,112;0,01;NA;0,005;0,026;0,026;0,006;NA;NA
"les Hébihens";2021-05-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61912693;60776646;"03/11/2023";5;2021;123;18;9;0,01;NA;NA;NA;NA;0,002;NA;2,572;0,023;0,31;0,121;0,005;0,09;0,006;NA;0,003;1,098;0,015;NA;0,004;0,025;0,031;0,008;0,002;0,001
"les Hébihens";2021-05-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61913668;60777191;"03/11/2023";5;2021;137;20;10;0,008;NA;NA;0,007;NA;0,001;NA;2,556;0,021;0,291;0,06;0,012;0,105;0,005;NA;0,006;1,214;0,032;NA;0,008;0,021;0,035;0,013;NA;0,003
"les Hébihens";2021-05-31;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61914680;60777945;"03/11/2023";5;2021;151;22;11;0,009;NA;NA;0,002;NA;0,001;NA;1,196;0,029;0,105;0,013;0,006;0,041;0,003;0,002;0,001;0,413;0,024;NA;0,004;0,011;0,029;0,014;0,002;0,015
"les Hébihens";2021-06-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61918950;60781314;"03/11/2023";6;2021;165;24;12;0,013;NA;NA;NA;NA;0,002;NA;0,648;0,058;0,054;0,01;0,01;0,012;0,002;0,002;NA;0,092;0,021;0,03;0,022;0,054;0,018;0,01;0,006;0,02
"les Hébihens";2021-06-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61919002;60781365;"03/11/2023";6;2021;179;26;13;0,019;NA;NA;0,002;NA;NA;NA;0,672;0,049;0,057;0,016;0,009;0,014;0,002;NA;NA;0,077;0,037;NA;0,054;0,012;0,015;0,016;0,003;0,015
"les Hébihens";2021-07-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61919023;60781372;"03/11/2023";7;2021;186;27;14;0,009;NA;NA;NA;NA;0,002;NA;0,794;0,038;0,073;0,017;0,006;0,022;0,003;NA;NA;0,183;0,055;NA;0,045;0,01;0,01;NA;NA;0,009
"les Hébihens";2021-07-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61921077;60782895;"03/11/2023";7;2021;201;29;15;0,005;NA;NA;NA;NA;0,001;NA;1,219;0,015;0,137;0,02;0,006;0,04;0,003;NA;0,004;0,532;0,04;NA;0,014;0,014;0,006;NA;NA;0,009
"les Hébihens";2021-08-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61921170;60782968;"03/11/2023";8;2021;214;31;16;0,009;NA;NA;NA;NA;0,001;NA;0,423;0,031;0,045;0,018;0,007;0,009;0,002;NA;NA;0,041;0,038;NA;0,032;0,006;0,003;0,012;NA;0,011
"les Hébihens";2021-08-30;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61924774;60785622;"03/11/2023";8;2021;242;35;18;0,028;NA;NA;NA;NA;NA;NA;1,459;0,043;0,168;0,011;0,011;0,04;0,002;NA;0,002;0,514;0,013;0,004;0,007;0,02;0,018;0,031;0,004;0,01
"les Hébihens";2021-09-13;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61927694;60786541;"03/11/2023";9;2021;256;37;19;0,041;NA;NA;0,004;0,001;0,002;NA;0,964;0,037;0,079;0,034;0,013;0,02;0,002;NA;0,001;0,157;0,03;0,002;0,005;0,017;0,01;0,018;0,003;0,007
"les Hébihens";2021-09-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61929304;60787510;"03/11/2023";9;2021;270;39;20;0,038;NA;NA;0,005;NA;NA;NA;1,074;0,04;0,098;0,025;0,01;0,022;0,002;NA;NA;0,249;0,024;0,002;0,008;0,02;0,022;0,02;0,003;0,004
"les Hébihens";2021-10-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61932768;60788328;"03/11/2023";10;2021;284;41;21;0,032;NA;NA;0,007;NA;0,002;NA;0,703;0,033;0,056;0,022;0,01;0,014;0,003;NA;NA;0,13;0,027;0,003;0,012;0,067;0,022;0,021;0,002;0,006
"les Hébihens";2021-10-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61934394;60789229;"03/11/2023";10;2021;298;43;22;0,018;NA;NA;0,003;NA;0,001;NA;0,661;0,027;0,054;0,029;0,011;0,015;0,002;NA;NA;0,138;0,04;0,002;0,006;0,015;0,014;0,013;0,002;0,003
"les Hébihens";2021-11-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61936797;60790096;"03/11/2023";11;2021;312;45;23;0,018;NA;NA;0,005;0,002;0,002;NA;0,543;0,025;0,042;0,021;0,01;0,011;0,002;NA;NA;0,121;0,031;0,003;0,011;0,017;0,031;0,018;0,002;0,005
"les Hébihens";2021-11-29;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61938645;60791071;"03/11/2023";11;2021;333;48;24;0,027;NA;NA;0,003;NA;0,001;NA;0,6;0,039;0,047;0,002;0,009;0,009;0,002;NA;NA;0,09;0,024;0,001;0,022;0,018;0,014;0,017;0,002;0,004
"les Hébihens";2021-12-13;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61940979;60792553;"03/11/2023";12;2021;347;50;25;0,013;NA;NA;0,004;NA;0,001;NA;0,336;0,01;0,022;0,006;0,008;0,007;0,002;NA;NA;0,078;0,005;0,002;0,004;0,02;0,015;0,008;NA;0,003
"les Hébihens";2021-12-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61941865;60793272;"03/11/2023";12;2021;361;52;26;0,01;NA;NA;0,002;NA;0,001;NA;0,359;0,019;0,028;0,011;0,006;0,007;0,001;NA;NA;0,066;0,011;0,001;0,004;0,01;0,005;0,008;NA;0,003
"les Hébihens";2022-01-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61944814;60794928;"03/11/2023";1;2022;24;4;2;0,009;NA;NA;0,002;NA;NA;NA;0,401;0,027;0,031;0,012;0,006;0,007;0,001;NA;NA;0,076;0,012;0,001;0,004;0,01;0,01;0,012;0,001;0,004
"les Hébihens";2022-02-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61945433;60795450;"03/11/2023";2;2022;38;6;3;0,011;NA;NA;0,005;NA;0,001;NA;0,487;0,02;0,03;0,007;0,01;0,01;0,002;NA;NA;0,112;0,009;0,002;0,011;0,019;0,02;0,012;0,001;0,004
"les Hébihens";2022-02-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61947842;60796326;"03/11/2023";2;2022;53;8;4;0,018;NA;NA;0,006;NA;0,003;NA;1,14;0,02;0,076;0,017;0,016;0,03;0,004;NA;0,001;0,368;0,008;0,003;0,02;0,036;0,046;0,018;0,002;0,005
